date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:20:17	5738/5738	---MCZ	200	added ('OK')	application/json	date:Thu,%2003%20Nov%202022%2017:20:17%20GMT	https://www.latina.pe/wp-json/wp/v2/pages/7621	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/www.latina.pe/wp-json/wp/v2/pages/7621.json	(from https://www.latina.pe/)
12:20:18	117698/117698	---MCZ	200	added ('OK')	application/json	date:Thu,%2003%20Nov%202022%2017:20:18%20GMT	https://www.latina.pe/wp-json/	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/www.latina.pe/wp-json/index.html	(from https://www.latina.pe/)
12:20:18	792/792	---MCZ	200	added ('OK')	text/xml	date:Thu,%2003%20Nov%202022%2017:20:18%20GMT	https://www.latina.pe/xmlrpc.php?rsd	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/www.latina.pe/xmlrpc0db0.php	(from https://www.latina.pe/)
12:20:18	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%226363ea9b-415%22	https://www.latina.pe/wp-includes/wlwmanifest.xml	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/www.latina.pe/wp-includes/wlwmanifest.xml	(from https://www.latina.pe/)
12:20:18	2491/2491	---MCZ	200	added ('OK')	application/json	date:Thu,%2003%20Nov%202022%2017:20:18%20GMT	https://www.latina.pe/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.latina.pe%2F	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/www.latina.pe/wp-json/oembed/1.0/embed230a.json	(from https://www.latina.pe/)
12:20:19	2597/2597	---MCZ	200	added ('OK')	text/xml	date:Thu,%2003%20Nov%202022%2017:20:19%20GMT	https://www.latina.pe/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.latina.pe%2F&format=xml	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/www.latina.pe/wp-json/oembed/1.0/embed7bbb	(from https://www.latina.pe/)
12:20:19	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Thu,%2003%20Nov%202022%2017:20:19%20GMT	https://www.latina.pe/xmlrpc.php	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/www.latina.pe/xmlrpc.php	(from https://www.latina.pe/)
12:20:19	665/665	---M--	200	added ('OK')	image/png	etag:%2286b50d28def7aede238321300dcb81b1%22	https://cdnmain-website.latina.pe/wp-content/uploads/2021/04/22004607/cropped-icon_favicon-32x32.png	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/cdnmain-website.latina.pe/wp-content/uploads/2021/04/22004607/cropped-icon_favicon-32x32.png	(from https://www.latina.pe/)
12:20:19	3664/3664	---M--	200	added ('OK')	image/png	etag:%2277f4dacffb06698dc359ec67c9193b16%22	https://cdnmain-website.latina.pe/wp-content/uploads/2021/04/22004607/cropped-icon_favicon-192x192.png	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/cdnmain-website.latina.pe/wp-content/uploads/2021/04/22004607/cropped-icon_favicon-192x192.png	(from https://www.latina.pe/)
12:20:20	3388/3388	---M--	200	added ('OK')	image/png	etag:%22ab9098c0d3b797c681f38095a1579759%22	https://cdnmain-website.latina.pe/wp-content/uploads/2021/04/22004607/cropped-icon_favicon-180x180.png	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/cdnmain-website.latina.pe/wp-content/uploads/2021/04/22004607/cropped-icon_favicon-180x180.png	(from https://www.latina.pe/)
12:20:20	1092/1092	---MCZ	200	added ('OK')	text/css	etag:W/%226363ea9b-444%22	https://www.latina.pe/wp-content/themes/genesis-latina/css/reset.css	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/www.latina.pe/wp-content/themes/genesis-latina/css/reset.css	(from https://www.latina.pe/)
12:20:20	846/846	---MCZ	200	added ('OK')	text/css	etag:W/%226363ea9b-34e%22	https://www.latina.pe/wp-content/themes/genesis-latina/css/header.css?v741723	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/www.latina.pe/wp-content/themes/genesis-latina/css/headerc3ab.css	(from https://www.latina.pe/)
12:20:20	41766/41766	---MCZ	200	added ('OK')	text/css	etag:W/%226363ea9b-a326%22	https://www.latina.pe/wp-content/themes/genesis-latina/css/main.css?v1514219	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/www.latina.pe/wp-content/themes/genesis-latina/css/main1271.css	(from https://www.latina.pe/)
12:20:20	16090/16090	---MCZ	200	added ('OK')	text/css	etag:W/%226363ea9b-3eda%22	https://www.latina.pe/wp-content/themes/genesis-latina/css/responsive.css?3871	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/www.latina.pe/wp-content/themes/genesis-latina/css/responsive551c.css	(from https://www.latina.pe/)
12:20:21	8398/8398	---MCZ	200	added ('OK')	text/css	etag:W/%226363ea9b-20ce%22	https://www.latina.pe/wp-content/themes/genesis-latina/css/menu.css?V183	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/www.latina.pe/wp-content/themes/genesis-latina/css/menu1291.css	(from https://www.latina.pe/)
12:20:21	16126/16126	---MCZ	200	added ('OK')	text/css	etag:W/%226363ea9b-3efe%22	https://www.latina.pe/wp-content/themes/genesis-latina/css/mainv2.css?V155	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/www.latina.pe/wp-content/themes/genesis-latina/css/mainv261bc.css	(from https://www.latina.pe/)
12:20:21	97163/97163	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	(from https://www.latina.pe/)
12:20:21	3351/3351	---MCZ	200	added ('OK')	text/css	etag:W/%226363ea9b-d17%22	https://www.latina.pe/wp-content/themes/genesis-latina/css/owl.carousel.min.css	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/www.latina.pe/wp-content/themes/genesis-latina/css/owl.carousel.min.css	(from https://www.latina.pe/)
12:20:22	44342/44342	---MCZ	200	added ('OK')	application/javascript	etag:W/%226363ea9b-ad36%22	https://www.latina.pe/wp-content/themes/genesis-latina/js/owl.carousel.min.js	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/www.latina.pe/wp-content/themes/genesis-latina/js/owl.carousel.min.js	(from https://www.latina.pe/)
12:20:22	5834/5834	---MCZ	200	added ('OK')	application/javascript	etag:W/%226363ea9b-16ca%22	https://www.latina.pe/wp-content/themes/genesis-latina/js/main.js?v89758	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/www.latina.pe/wp-content/themes/genesis-latina/js/main3975.js	(from https://www.latina.pe/)
12:20:22	673379/673379	---MCZ	200	added ('OK')	text/css	etag:%22991486368a5e79472cf60b4332561631%22	https://secure.widget.cloud.opta.net/v3/css/v3.all.opta-widgets.css	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/secure.widget.cloud.opta.net/v3/css/v3.all.opta-widgets.css	(from https://www.latina.pe/)
12:20:23	7656/7656	---MCZ	200	added ('OK')	application/x-javascript	etag:%22822ee42778f53a452e3f7370eaaa25c3%22	https://cdn.insurads.com/bootstrap/FLIBQIHH.js	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/cdn.insurads.com/bootstrap/FLIBQIHH.js	(from https://www.latina.pe/)
12:20:23	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2003%20Nov%202022%2017:20:23%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/www.googletagmanager.com/gtm.1d5445.delayed	(from https://www.latina.pe/)
12:20:24	5405/5405	---MCZ	200	added ('OK')	text/javascript	etag:W/%225c6ec44a5de775c68d206b92a9b7dad6%22	http://delivery.pubgenius.io/latina.p-mgBguVuz/shim-gpt.js	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/delivery.pubgenius.io/latina.p-mgBguVuz/shim-gpt.js	(from https://www.latina.pe/)
12:25:05	201/201	---M--	200	added ('OK')	image/png	etag:%226363ea9b-c9%22	https://www.latina.pe/wp-content/themes/genesis-latina/img/arrowdown.png	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/www.latina.pe/wp-content/themes/genesis-latina/img/arrowdown.png	(from https://www.latina.pe/wp-content/themes/genesis-latina/css/main.css?v1514219)
12:25:06	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Nov%202022%2017:25:06%20GMT	https://www.latina.pe/wp-content/themes/genesis-latina/css/owl.video.play.png	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/www.latina.pe/wp-content/themes/genesis-latina/css/owl.video.play.png	(from https://www.latina.pe/wp-content/themes/genesis-latina/css/owl.carousel.min.css)
12:25:06	617/617	---M--	200	added ('OK')	image/png	etag:%2257306264ae42ec98bf06a8a2f4274ecf%22	https://secure.widget.cloud.opta.net/v3/assets/images/backgrounds/Pitch-V.png	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/secure.widget.cloud.opta.net/v3/assets/images/backgrounds/Pitch-V.png	(from https://secure.widget.cloud.opta.net/v3/css/v3.all.opta-widgets.css)
12:25:07	2951/2951	---M--	200	added ('OK')	image/png	etag:%22488bf83b572a98823f46afdfe957f76a%22	https://secure.widget.cloud.opta.net/v3/assets/images/sprites/checkbox.png	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/secure.widget.cloud.opta.net/v3/assets/images/sprites/checkbox.png	(from https://secure.widget.cloud.opta.net/v3/css/v3.all.opta-widgets.css)
12:25:07	4378/4378	---M--	200	added ('OK')	image/png	etag:%22e171fd4daf247d167de4bbd3d79481ce%22	https://secure.widget.cloud.opta.net/v3/assets/images/sprites/icons.png	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/secure.widget.cloud.opta.net/v3/assets/images/sprites/icons.png	(from https://secure.widget.cloud.opta.net/v3/css/v3.all.opta-widgets.css)
12:25:07	6603/6603	---M--	200	added ('OK')	image/png	etag:%22869c823788c58ab5b5be2d7c5d5fb615%22	https://secure.widget.cloud.opta.net/v3/assets/images/logos/pinnacle.png	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/secure.widget.cloud.opta.net/v3/assets/images/logos/pinnacle.png	(from https://secure.widget.cloud.opta.net/v3/css/v3.all.opta-widgets.css)
12:25:07	6041/6041	---M--	200	added ('OK')	image/png	etag:%22eb8081cd366f4678b3e2bd963d63aec8%22	https://secure.widget.cloud.opta.net/v3/assets/images/logos/Bet365.png	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/secure.widget.cloud.opta.net/v3/assets/images/logos/Bet365.png	(from https://secure.widget.cloud.opta.net/v3/css/v3.all.opta-widgets.css)
12:25:07	13709/13709	---M--	200	added ('OK')	image/png	etag:%220bca0a5cbf75ae424861f02d34adbb3d%22	https://secure.widget.cloud.opta.net/v3/assets/visualisation/football/premium/wide/Notifications/whistle_icon.png	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/secure.widget.cloud.opta.net/v3/assets/visualisation/football/premium/wide/Notifications/whistle_icon.png	(from https://secure.widget.cloud.opta.net/v3/css/v3.all.opta-widgets.css)
12:25:08	142718/142718	---M--	200	added ('OK')	image/jpeg	etag:%229319280eb7d9ef76199186e2b2316a34%22	https://secure.widget.cloud.opta.net/v3/assets/visualisation/football/premium/normal/Goal/Event/01_Goal.jpg	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/secure.widget.cloud.opta.net/v3/assets/visualisation/football/premium/normal/Goal/Event/01_Goal.jpg	(from https://secure.widget.cloud.opta.net/v3/css/v3.all.opta-widgets.css)
12:25:08	43178/43178	---M--	200	added ('OK')	image/png	etag:%2208333b290c5d5650203277cad9517d4c%22	https://secure.widget.cloud.opta.net/v3/assets/visualisation/football/premium/normal/Goal/Ball_position/darken.png	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/secure.widget.cloud.opta.net/v3/assets/visualisation/football/premium/normal/Goal/Ball_position/darken.png	(from https://secure.widget.cloud.opta.net/v3/css/v3.all.opta-widgets.css)
12:25:08	1710/1710	---M--	200	added ('OK')	image/png	etag:%223f56fad79527c30b1a09f355c9cae7d1%22	https://secure.widget.cloud.opta.net/v3/assets/visualisation/football/premium/normal/Goal/Ball_position/ball_pr.png	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/secure.widget.cloud.opta.net/v3/assets/visualisation/football/premium/normal/Goal/Ball_position/ball_pr.png	(from https://secure.widget.cloud.opta.net/v3/css/v3.all.opta-widgets.css)
12:25:08	220336/220336	---M--	200	added ('OK')	image/jpeg	etag:%225bf9706c036cebf2fa541df22f58619f%22	https://secure.widget.cloud.opta.net/v3/assets/visualisation/football/premium/wide/Goal/Event/01_Goal.jpg	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/secure.widget.cloud.opta.net/v3/assets/visualisation/football/premium/wide/Goal/Event/01_Goal.jpg	(from https://secure.widget.cloud.opta.net/v3/css/v3.all.opta-widgets.css)
12:25:09	127718/127718	---M--	200	added ('OK')	image/jpeg	etag:%22117a9f6ad1dba4f869f9d693ed6e9b1a%22	https://secure.widget.cloud.opta.net/v3/assets/visualisation/football/premium/narrow/Goal/Event/01_Goal.jpg	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/secure.widget.cloud.opta.net/v3/assets/visualisation/football/premium/narrow/Goal/Event/01_Goal.jpg	(from https://secure.widget.cloud.opta.net/v3/css/v3.all.opta-widgets.css)
12:25:09	254/254	---M--	200	added ('OK')	image/png	etag:%227bfae5ebe9bcc8c931a81f1271e69698%22	https://secure.widget.cloud.opta.net/v3/assets/images/backgrounds/Pitch-H.png	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/secure.widget.cloud.opta.net/v3/assets/images/backgrounds/Pitch-H.png	(from https://secure.widget.cloud.opta.net/v3/css/v3.all.opta-widgets.css)
12:25:09	1426/1426	---M--	200	added ('OK')	image/png	etag:%22c2a8c9637c83397446309b10368cb7a4%22	https://secure.widget.cloud.opta.net/v3/assets/images/backgrounds/direction-of-play-V-dark.png	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/secure.widget.cloud.opta.net/v3/assets/images/backgrounds/direction-of-play-V-dark.png	(from https://secure.widget.cloud.opta.net/v3/css/v3.all.opta-widgets.css)
12:25:09	1359/1359	---M--	200	added ('OK')	image/png	etag:%22df2c8110a801d7a9ab22f135b38d5160%22	https://secure.widget.cloud.opta.net/v3/assets/images/backgrounds/direction-of-play-H-dark.png	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/secure.widget.cloud.opta.net/v3/assets/images/backgrounds/direction-of-play-H-dark.png	(from https://secure.widget.cloud.opta.net/v3/css/v3.all.opta-widgets.css)
12:25:09	1436/1436	---M--	200	added ('OK')	image/png	etag:%229245e69e3e048e742019991a91752480%22	https://secure.widget.cloud.opta.net/v3/assets/images/backgrounds/direction-of-play-V-topbottom-dark.png	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/secure.widget.cloud.opta.net/v3/assets/images/backgrounds/direction-of-play-V-topbottom-dark.png	(from https://secure.widget.cloud.opta.net/v3/css/v3.all.opta-widgets.css)
12:25:10	235810/235810	---M--	200	added ('OK')	image/jpeg	etag:%22c78fceb7541e60aa9c426b6643e1413f%22	https://secure.widget.cloud.opta.net/v3/assets/visualisation/football/premium/normal/Goal/Ball_position/normal_goal_view.jpg	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/secure.widget.cloud.opta.net/v3/assets/visualisation/football/premium/normal/Goal/Ball_position/normal_goal_view.jpg	(from https://secure.widget.cloud.opta.net/v3/css/v3.all.opta-widgets.css)
12:25:10	56922/56922	---M--	200	added ('OK')	image/jpeg	etag:%2212e5483ea5bea8e4e30a887119ba967b%22	https://secure.widget.cloud.opta.net/v3/assets/visualisation/football/premium/narrow/Goal/Ball_position/normal_goal_view.jpg	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/secure.widget.cloud.opta.net/v3/assets/visualisation/football/premium/narrow/Goal/Ball_position/normal_goal_view.jpg	(from https://secure.widget.cloud.opta.net/v3/css/v3.all.opta-widgets.css)
12:25:10	549070/549070	---M--	200	added ('OK')	image/jpeg	etag:%224cee9638ddc107388ddbb9c6c9ce7100%22	https://secure.widget.cloud.opta.net/v3/assets/visualisation/football/premium/wide/Goal/Ball_position/normal_goal_view.jpg	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/secure.widget.cloud.opta.net/v3/assets/visualisation/football/premium/wide/Goal/Ball_position/normal_goal_view.jpg	(from https://secure.widget.cloud.opta.net/v3/css/v3.all.opta-widgets.css)
12:25:11	9090/9090	---M--	200	added ('OK')	image/png	etag:%22075ac6f41a9794f51cf36c984a64a654%22	https://secure.widget.cloud.opta.net/v3/assets/images/logos/statsperform_logo.png	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/secure.widget.cloud.opta.net/v3/assets/images/logos/statsperform_logo.png	(from https://secure.widget.cloud.opta.net/v3/css/v3.all.opta-widgets.css)
12:25:12	4889/4889	---M--	403	error ('Forbidden')	text/html		http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/Users/PC-08/Documents/ProyectoHtTrack/ProyectoLatina/pagead2.googlesyndication.com/pagead/js/adsbygoogle.35.delayed	(from https://cdn.insurads.com/bootstrap/FLIBQIHH.js)
